product_name,product_id,category,buy_price,sell_price,stock,profit_per_item
"Cisco Speaker Phone, Cordless",TEC-PH-10002456,Phones,119.99,134.39,4,14.4
"Hamilton Beach Toaster, Red",OFF-AP-10004756,Appliances,51.99,61.35,19,9.36
"Logitech Router, Bluetooth",TEC-AC-10001100,Accessories,246.99,303.8,18,56.81
"Acco Binder, Economy",OFF-BI-10001639,Binders,14.99,18.89,9,3.9
"Cardinal Hole Reinforcements, Recycled",OFF-BI-10003320,Binders,5.99,6.83,17,0.84
"Acme Scissors, Steel",OFF-SU-10004446,Supplies,24.99,30.49,0,5.5
"Harbour Creations File Folder Labels, Adjustable",OFF-LA-10003090,Labels,6.99,9.02,7,2.03
"Enermax Cards & Envelopes, Multicolor",OFF-PA-10001294,Paper,48.99,54.38,16,5.39
"Samsung Audio Dock, VoIP",TEC-PH-10002018,Phones,99.99,118.99,15,19.0
"Eldon Folders, Blue",OFF-ST-10000520,Storage,9.99,12.09,3,2.1
"Harbour Creations Shipping Labels, Adjustable",OFF-LA-10001831,Labels,8.99,10.52,18,1.53
"Enermax Memo Slips, Premium",OFF-PA-10004343,Paper,15.99,17.59,0,1.6
"Okidata Phone, Wireless",TEC-MA-10000765,Machines,73.99,93.23,1,19.24
"Bevis Conference Table, Fully Assembled",FUR-TA-10003963,Tables,138.99,179.3,0,40.31
"SAFCO Rocking Chair, Black",FUR-CH-10002116,Chairs,118.99,153.5,19,34.51
"Eaton Note Cards, Premium",OFF-PA-10002652,Paper,26.99,34.82,0,7.83
"Xerox Computer Printout Paper, Premium",OFF-PA-10000317,Paper,25.99,31.71,9,5.72
"Chromcraft Conference Table, with Bottom Storage",FUR-TA-10001664,Tables,872.99,1108.7,10,235.71
"Apple Speaker Phone, VoIP",TEC-PH-10001557,Phones,110.99,127.64,16,16.65
"GlobeWeis Mailers, Recycled",OFF-EN-10002313,Envelopes,36.99,48.09,9,11.1
"Konica Phone, Red",TEC-MA-10000473,Machines,74.99,85.49,7,10.5
"Acme Letter Opener, Easy Grip",OFF-SU-10003632,Supplies,31.99,38.39,13,6.4
"Cisco Office Telephone, Cordless",TEC-PH-10004732,Phones,41.99,52.49,10,10.5
"Accos Thumb Tacks, 12 Pack",OFF-FA-10002600,Fasteners,12.99,15.33,15,2.34
"Dania Floating Shelf Set, Metal",FUR-BO-10001287,Bookcases,168.99,190.96,9,21.97
"Novimex Steel Folding Chair, Set of Two",FUR-CH-10004506,Chairs,41.99,47.87,7,5.88
"Stiletto Ruler, Steel",OFF-SU-10000150,Supplies,13.99,17.49,5,3.5
"Epson Printer, Durable",TEC-MA-10001335,Machines,222.99,269.82,18,46.83
"Enermax Numeric Keypad, Erganomic",TEC-AC-10000863,Accessories,58.99,67.84,1,8.85
"Kleencut Shears, Easy Grip",OFF-SU-10003804,Supplies,47.99,58.07,20,10.08
"Nokia Audio Dock, VoIP",TEC-PH-10003995,Phones,141.99,177.49,17,35.5
"Avery File Folder Labels, 5000 Label Set",OFF-LA-10004972,Labels,9.99,11.09,3,1.1
"Office Star Executive Leather Armchair, Black",FUR-CH-10001582,Chairs,233.99,292.49,14,58.5
"Tenex Photo Frame, Erganomic",FUR-FU-10001200,Furnishings,49.99,55.49,7,5.5
"Harbour Creations Color Coded Labels, Laser Printer Compatible",OFF-LA-10000604,Labels,11.99,13.79,14,1.8
"Avery Removable Labels, Laser Printer Compatible",OFF-LA-10002996,Labels,10.99,13.74,2,2.75
"Tenex Frame, Erganomic",FUR-FU-10003664,Furnishings,108.99,130.79,4,21.8
"Stanley Highlighters, Blue",OFF-AR-10002156,Art,14.99,18.14,20,3.15
"Fiskars Shears, Serrated",OFF-SU-10000782,Supplies,21.99,25.29,16,3.3
"Belkin Router, Bluetooth",TEC-AC-10003265,Accessories,258.99,315.97,19,56.98
"Eldon Photo Frame, Duo Pack",FUR-FU-10000298,Furnishings,57.99,70.17,15,12.18
"Smead Shelving, Single Width",OFF-ST-10000875,Storage,48.99,60.75,17,11.76
"Enermax Parchment Paper, Multicolor",OFF-PA-10004111,Paper,16.99,21.41,19,4.42
"Jiffy Business Envelopes, Security-Tint",OFF-EN-10003817,Envelopes,15.99,19.51,1,3.52
"Panasonic Receipt Printer, Durable",TEC-MA-10002149,Machines,120.99,146.4,14,25.41
"Smead Shelving, Industrial",OFF-ST-10001213,Storage,29.99,32.99,19,3.0
"Fiskars Scissors, High Speed",OFF-SU-10003758,Supplies,22.99,28.28,18,5.29
"Belkin Keyboard, Programmable",TEC-AC-10000254,Accessories,42.99,55.46,1,12.47
"Smead Box, Blue",OFF-ST-10003335,Storage,4.99,5.49,19,0.5
"Smead Folders, Blue",OFF-ST-10004317,Storage,15.99,19.99,13,4.0
"Eldon Stacking Tray, Erganomic",FUR-FU-10003512,Furnishings,26.99,31.58,8,4.59
"BIC Highlighters, Water Color",OFF-AR-10000091,Art,21.99,28.59,18,6.6
"Hoover Blender, White",OFF-AP-10002531,Appliances,87.99,99.43,14,11.44
"Okidata Phone, White",TEC-MA-10003698,Machines,84.99,103.69,20,18.7
"Tenex Photo Frame, Black",FUR-FU-10000135,Furnishings,51.99,67.07,2,15.08
"SanDisk Message Books, Recycled",OFF-PA-10004842,Paper,23.99,30.95,4,6.96
"Harbour Creations Shipping Labels, 5000 Label Set",OFF-LA-10002964,Labels,11.99,14.27,3,2.28
"Jiffy Clasp Envelope, with clear poly window",OFF-EN-10003444,Envelopes,11.99,14.63,17,2.64
"Panasonic Receipt Printer, Red",TEC-MA-10002779,Machines,117.99,148.67,15,30.68
"Memorex Flash Drive, Bluetooth",TEC-AC-10004520,Accessories,28.99,35.66,6,6.67
"Okidata Card Printer, Wireless",TEC-MA-10002521,Machines,148.99,184.75,1,35.76
"Epson Inkjet, Wireless",TEC-MA-10000461,Machines,261.99,290.81,3,28.82
"StarTech Phone, Red",TEC-MA-10001197,Machines,71.99,79.19,3,7.2
"SanDisk Numeric Keypad, Erganomic",TEC-AC-10002289,Accessories,56.99,72.95,20,15.96
"Advantus Staples, Metal",OFF-FA-10004239,Fasteners,10.99,13.19,9,2.2
"SAFCO Executive Leather Armchair, Adjustable",FUR-CH-10001429,Chairs,417.99,468.15,19,50.16
"Breville Refrigerator, Silver",OFF-AP-10000584,Appliances,519.99,603.19,16,83.2
"Rubbermaid Clock, Durable",FUR-FU-10003970,Furnishings,46.99,55.45,13,8.46
"Hewlett Fax Machine, Laser",TEC-CO-10002686,Copiers,319.99,396.79,0,76.8
"Cisco Headset, with Caller ID",TEC-PH-10003774,Phones,79.99,87.99,11,8.0
"Advantus Photo Frame, Duo Pack",FUR-FU-10001366,Furnishings,41.99,52.07,13,10.08
"Wilson Jones Index Tab, Durable",OFF-BI-10001843,Binders,3.99,4.79,4,0.8
"Hon Executive Leather Armchair, Black",FUR-CH-10000685,Chairs,410.99,534.29,10,123.3
"Ikea Classic Bookcase, Traditional",FUR-BO-10004254,Bookcases,370.99,463.74,5,92.75
"Safco 3-Shelf Cabinet, Pine",FUR-BO-10000797,Bookcases,152.99,169.82,11,16.83
"Fellowes Lockers, Single Width",OFF-ST-10002175,Storage,206.99,260.81,14,53.82
"Elite Trimmer, High Speed",OFF-SU-10002337,Supplies,41.99,49.13,8,7.14
"Logitech Memory Card, USB",TEC-AC-10003080,Accessories,103.99,134.15,3,30.16
"Cuisinart Refrigerator, Silver",OFF-AP-10003259,Appliances,446.99,505.1,20,58.11
"Hon Removable Labels, Laser Printer Compatible",OFF-LA-10001075,Labels,9.99,11.89,16,1.9
"Avery File Folder Labels, Laser Printer Compatible",OFF-LA-10002974,Labels,8.99,10.07,11,1.08
"Hon Training Table, Fully Assembled",FUR-TA-10003786,Tables,333.99,400.79,16,66.8
"Okidata Calculator, Durable",TEC-MA-10001210,Machines,44.99,55.34,3,10.35
"Avery Binder, Clear",OFF-BI-10001723,Binders,11.99,14.51,12,2.52
"Avery Round Labels, 5000 Label Set",OFF-LA-10004108,Labels,7.99,9.91,19,1.92
"Office Star Chairmat, Black",FUR-CH-10002574,Chairs,56.99,64.4,7,7.41
"Novimex File Folder Labels, Adjustable",OFF-LA-10004332,Labels,5.99,7.49,0,1.5
"Stockwell Staples, Assorted Sizes",OFF-FA-10002248,Fasteners,7.99,9.59,2,1.6
"Eldon Trays, Wire Frame",OFF-ST-10000130,Storage,27.99,33.31,1,5.32
"Avery Binding Machine, Clear",OFF-BI-10003616,Binders,47.99,60.47,20,12.48
"Motorola Audio Dock, Full Size",TEC-PH-10000490,Phones,174.99,216.99,13,42.0
"Nokia Audio Dock, Cordless",TEC-PH-10001574,Phones,169.99,202.29,18,32.3
"HP Wireless Fax, Laser",TEC-CO-10000556,Copiers,305.99,361.07,4,55.08
"Rubbermaid Light Bulb, Black",FUR-FU-10000605,Furnishings,18.99,23.17,0,4.18
"Avery Legal Exhibit Labels, Alphabetical",OFF-LA-10004859,Labels,10.99,12.31,3,1.32
"Fellowes Box, Single Width",OFF-ST-10004046,Storage,17.99,20.15,7,2.16
"Harbour Creations Legal Exhibit Labels, 5000 Label Set",OFF-LA-10000379,Labels,10.99,14.07,11,3.08
"Green Bar Cards & Envelopes, Recycled",OFF-PA-10004470,Paper,47.99,59.03,15,11.04
"KitchenAid Microwave, Silver",OFF-AP-10000263,Appliances,155.99,188.75,15,32.76
"Samsung Headset, with Caller ID",TEC-PH-10003549,Phones,43.99,54.99,19,11.0
"KitchenAid Toaster, White",OFF-AP-10004869,Appliances,74.99,95.24,8,20.25
"OIC Thumb Tacks, Metal",OFF-FA-10003505,Fasteners,13.99,15.53,3,1.54
"SanDisk Parchment Paper, Recycled",OFF-PA-10003956,Paper,16.99,19.37,19,2.38
"Lesro Computer Table, Fully Assembled",FUR-TA-10002041,Tables,278.99,343.16,2,64.17
"Wilson Jones Binder, Durable",OFF-BI-10004541,Binders,14.99,19.49,11,4.5
"Logitech Flash Drive, USB",TEC-AC-10004709,Accessories,30.99,39.67,2,8.68
"Rubbermaid Door Stop, Duo Pack",FUR-FU-10002017,Furnishings,43.99,52.35,2,8.36
"Avery 3-Hole Punch, Durable",OFF-BI-10004007,Binders,28.99,35.37,9,6.38
"SanDisk Flash Drive, Programmable",TEC-AC-10004379,Accessories,40.99,51.65,9,10.66
"Hoover Stove, Black",OFF-AP-10001099,Appliances,510.99,597.86,16,86.87
"Cisco Headset, Cordless",TEC-PH-10004241,Phones,90.99,102.82,16,11.83
"Epson Inkjet, Durable",TEC-MA-10000433,Machines,306.99,359.18,17,52.19
"Stiletto Box Cutter, High Speed",OFF-SU-10004627,Supplies,35.99,42.83,6,6.84
"SanDisk Keyboard, Bluetooth",TEC-AC-10003947,Accessories,80.99,96.38,0,15.39
"Hewlett Ink, Laser",TEC-CO-10000178,Copiers,125.99,161.27,0,35.28
"Safco Classic Bookcase, Traditional",FUR-BO-10000259,Bookcases,437.99,547.49,7,109.5
"Fiskars Trimmer, Serrated",OFF-SU-10002785,Supplies,19.99,25.19,2,5.2
"Rubbermaid Door Stop, Durable",FUR-FU-10000913,Furnishings,19.99,22.39,13,2.4
"Smead File Cart, Blue",OFF-ST-10000952,Storage,126.99,165.09,16,38.1
"Office Star Bag Chairs, Set of Two",FUR-CH-10003540,Chairs,51.99,65.51,7,13.52
"Epson Printer, White",TEC-MA-10003078,Machines,260.99,313.19,7,52.2
"Ikea Stackable Bookrack, Traditional",FUR-BO-10004080,Bookcases,109.99,122.09,2,12.1
"Kraft Interoffice Envelope, with clear poly window",OFF-EN-10002849,Envelopes,44.99,50.39,17,5.4
"Enermax Keyboard, Programmable",TEC-AC-10004883,Accessories,84.99,94.34,15,9.35
"Apple Headset, VoIP",TEC-PH-10004152,Phones,61.99,74.39,1,12.4
"Fellowes Trays, Wire Frame",OFF-ST-10003641,Storage,50.99,58.13,6,7.14
"Canon Copy Machine, Digital",TEC-CO-10004154,Copiers,222.99,283.2,16,60.21
"Sanford Markers, Blue",OFF-AR-10004115,Art,22.99,27.82,13,4.83
"Cisco Speaker Phone, Full Size",TEC-PH-10004223,Phones,118.99,153.5,18,34.51
"Cisco Audio Dock, VoIP",TEC-PH-10002715,Phones,181.99,234.77,5,52.78
"Stiletto Shears, Steel",OFF-SU-10004888,Supplies,46.99,52.63,12,5.64
"Hon Steel Folding Chair, Adjustable",FUR-CH-10000663,Chairs,75.99,98.79,12,22.8
"Bevis Training Table, Adjustable Height",FUR-TA-10004634,Tables,218.99,264.98,3,45.99
"Smead Legal Exhibit Labels, Alphabetical",OFF-LA-10000425,Labels,10.99,12.86,6,1.87
"Enermax Memory Card, USB",TEC-AC-10002348,Accessories,114.99,126.49,10,11.5
"Cuisinart Microwave, White",OFF-AP-10001169,Appliances,276.99,321.31,7,44.32
"Kraft Interoffice Envelope, Set of 50",OFF-EN-10004667,Envelopes,46.99,60.62,5,13.63
"Hewlett Copy Machine, Color",TEC-CO-10002284,Copiers,264.99,328.59,8,63.6
"Novimex Color Coded Labels, Alphabetical",OFF-LA-10001738,Labels,5.99,7.61,10,1.62
"Dania Corner Shelving, Traditional",FUR-BO-10000728,Bookcases,109.99,133.09,19,23.1
"Nokia Audio Dock, Full Size",TEC-PH-10001937,Phones,150.99,179.68,12,28.69
"Cisco Smart Phone, Cordless",TEC-PH-10002759,Phones,585.99,750.07,16,164.08
"Lesro Computer Table, Adjustable Height",FUR-TA-10003405,Tables,276.99,326.85,11,49.86
"Eaton Message Books, 8.5 x 11",OFF-PA-10001844,Paper,24.99,27.74,0,2.75
"Sharp Wireless Fax, Digital",TEC-CO-10004138,Copiers,123.99,147.55,5,23.56
"Smead Color Coded Labels, Laser Printer Compatible",OFF-LA-10000536,Labels,6.99,7.83,6,0.84
"Eaton Computer Printout Paper, Recycled",OFF-PA-10002918,Paper,12.99,14.29,8,1.3
"Lesro Conference Table, with Bottom Storage",FUR-TA-10004054,Tables,342.99,401.3,16,58.31
"Avery Binder Covers, Economy",OFF-BI-10003440,Binders,10.99,12.42,1,1.43
"Konica Phone, White",TEC-MA-10003198,Machines,84.99,101.99,14,17.0
"Sauder Classic Bookcase, Mobile",FUR-BO-10000596,Bookcases,394.99,466.09,3,71.1
"Xerox Cards & Envelopes, Multicolor",OFF-PA-10000034,Paper,45.99,55.19,20,9.2
"Hoover Microwave, White",OFF-AP-10000802,Appliances,275.99,306.35,4,30.36
"Lesro Round Table, Rectangular",FUR-TA-10003268,Tables,291.99,379.59,5,87.6
"Motorola Signal Booster, with Caller ID",TEC-PH-10002645,Phones,121.99,134.19,14,12.2
"Cuisinart Toaster, Red",OFF-AP-10004825,Appliances,47.99,58.55,1,10.56
"Kleencut Trimmer, Steel",OFF-SU-10001586,Supplies,40.99,45.91,12,4.92
"Kraft Mailers, Security-Tint",OFF-EN-10004895,Envelopes,39.99,49.99,19,10.0
"Eldon Shelving, Single Width",OFF-ST-10001222,Storage,47.99,59.99,5,12.0
"Cameo Clasp Envelope, Recycled",OFF-EN-10003977,Envelopes,7.99,8.79,17,0.8
"Sauder 3-Shelf Cabinet, Traditional",FUR-BO-10002680,Bookcases,82.99,95.44,12,12.45
"Hon Shipping Labels, Adjustable",OFF-LA-10001154,Labels,8.99,10.88,7,1.89
"Motorola Signal Booster, Full Size",TEC-PH-10002564,Phones,122.99,138.98,1,15.99
"Ibico Binder, Economy",OFF-BI-10002289,Binders,14.99,16.49,16,1.5
"SanDisk Message Books, 8.5 x 11",OFF-PA-10001536,Paper,27.99,31.07,3,3.08
"Safco Floating Shelf Set, Mobile",FUR-BO-10003697,Bookcases,198.99,252.72,3,53.73
"Apple Smart Phone, with Caller ID",TEC-PH-10000505,Phones,542.99,700.46,14,157.47
"Binney & Smith Markers, Blue",OFF-AR-10002991,Art,23.99,29.27,0,5.28
"Stiletto Ruler, Serrated",OFF-SU-10001992,Supplies,11.99,13.79,11,1.8
"Eldon Door Stop, Durable",FUR-FU-10001495,Furnishings,46.99,55.92,2,8.93
"Apple Office Telephone, with Caller ID",TEC-PH-10003601,Phones,38.99,44.84,6,5.85
"Binney & Smith Sketch Pad, Blue",OFF-AR-10000110,Art,22.99,25.98,10,2.99
"Okidata Card Printer, White",TEC-MA-10002686,Machines,60.99,68.92,8,7.93
"Cuisinart Coffee Grinder, Silver",OFF-AP-10003334,Appliances,15.99,19.51,4,3.52
"Epson Receipt Printer, Wireless",TEC-MA-10002435,Machines,116.99,135.71,20,18.72
"Jiffy Peel and Seal, Recycled",OFF-EN-10003780,Envelopes,18.99,24.69,3,5.7
"Barricks Training Table, Rectangular",FUR-TA-10002523,Tables,315.99,394.99,11,79.0
"Hon Bag Chairs, Set of Two",FUR-CH-10002152,Chairs,18.99,22.41,14,3.42
"Ibico Binder Covers, Durable",OFF-BI-10003277,Binders,14.99,17.99,12,3.0
"Deflect-O Photo Frame, Duo Pack",FUR-FU-10004960,Furnishings,51.99,67.59,18,15.6
"Advantus Stacking Tray, Black",FUR-FU-10004462,Furnishings,25.99,29.37,2,3.38
"Apple Signal Booster, VoIP",TEC-PH-10000158,Phones,136.99,152.06,16,15.07
"Avery Hole Reinforcements, Clear",OFF-BI-10003999,Binders,3.99,4.55,6,0.56
"Acme Trimmer, Serrated",OFF-SU-10003130,Supplies,40.99,45.91,2,4.92
"Hon Chairmat, Adjustable",FUR-CH-10000745,Chairs,57.99,71.91,15,13.92
"Hewlett Copy Machine, Laser",TEC-CO-10003228,Copiers,262.99,305.07,15,42.08
"Enermax Parchment Paper, 8.5 x 11",OFF-PA-10004267,Paper,19.99,22.99,10,3.0
"OIC Staples, Metal",OFF-FA-10000010,Fasteners,10.99,13.85,8,2.86
"Tenex Light Bulb, Duo Pack",FUR-FU-10000039,Furnishings,18.99,24.5,4,5.51
"Tenex Folders, Single Width",OFF-ST-10002399,Storage,20.99,26.87,0,5.88
"Cisco Headset, Full Size",TEC-PH-10004614,Phones,53.99,63.71,10,9.72
"Safco Corner Shelving, Traditional",FUR-BO-10004191,Bookcases,134.99,153.89,3,18.9
"Accos Paper Clips, Bulk Pack",OFF-FA-10004997,Fasteners,13.99,16.23,4,2.24
"Eldon Stacking Tray, Duo Pack",FUR-FU-10000361,Furnishings,31.99,40.63,6,8.64
"Canon Personal Copier, Color",TEC-CO-10000854,Copiers,143.99,158.39,3,14.4
"Okidata Printer, White",TEC-MA-10000331,Machines,226.99,254.23,2,27.24
"Dania Corner Shelving, Metal",FUR-BO-10000155,Bookcases,108.99,136.24,5,27.25
"Cisco Signal Booster, Full Size",TEC-PH-10003927,Phones,152.99,186.65,20,33.66
"Advantus Clock, Black",FUR-FU-10000620,Furnishings,50.99,57.62,4,6.63
"Memorex Flash Drive, Programmable",TEC-AC-10001942,Accessories,30.99,36.26,14,5.27
"Fiskars Letter Opener, Steel",OFF-SU-10000822,Supplies,24.99,29.99,8,5.0
"Sharp Personal Copier, Digital",TEC-CO-10001628,Copiers,119.99,146.39,7,26.4
"Hewlett Fax and Copier, Color",TEC-CO-10003471,Copiers,193.99,221.15,12,27.16
"Hon Wood Table, Rectangular",FUR-TA-10001980,Tables,343.99,433.43,19,89.44
"Rogers Folders, Single Width",OFF-ST-10003835,Storage,27.99,34.15,12,6.16
"SanDisk Keyboard, Erganomic",TEC-AC-10003103,Accessories,78.99,87.68,12,8.69
"Cuisinart Blender, White",OFF-AP-10000228,Appliances,58.99,76.1,6,17.11
"Binney & Smith Pens, Fluorescent",OFF-AR-10003031,Art,12.99,15.07,3,2.08
"Cuisinart Refrigerator, Black",OFF-AP-10004511,Appliances,247.99,287.67,19,39.68
"Chromcraft Computer Table, Adjustable Height",FUR-TA-10002497,Tables,445.99,553.03,7,107.04
"Cameo Business Envelopes, Set of 50",OFF-EN-10002465,Envelopes,19.99,25.39,12,5.4
"Ames Manila Envelope, Recycled",OFF-EN-10002850,Envelopes,22.99,25.75,9,2.76
"Sharp Fax Machine, High-Speed",TEC-CO-10001633,Copiers,293.99,341.03,1,47.04
"Elite Scissors, Easy Grip",OFF-SU-10003209,Supplies,23.99,26.63,10,2.64
"Chromcraft Round Table, Adjustable Height",FUR-TA-10003179,Tables,304.99,335.49,2,30.5
"Bush 3-Shelf Cabinet, Traditional",FUR-BO-10004914,Bookcases,128.99,152.21,5,23.22
"Deflect-O Door Stop, Durable",FUR-FU-10000950,Furnishings,40.99,49.19,8,8.2
"Ibico Binder Covers, Economy",OFF-BI-10001568,Binders,13.99,16.79,17,2.8
"Samsung Headset, VoIP",TEC-PH-10001070,Phones,36.99,42.54,9,5.55
"Motorola Audio Dock, Cordless",TEC-PH-10000258,Phones,87.99,113.51,12,25.52
"Sharp Ink, High-Speed",TEC-CO-10003516,Copiers,103.99,134.15,2,30.16
"GlobeWeis Manila Envelope, Set of 50",OFF-EN-10001993,Envelopes,26.99,34.28,18,7.29
"Novimex Bag Chairs, Red",FUR-CH-10004194,Chairs,40.99,49.6,17,8.61
"Green Bar Computer Printout Paper, 8.5 x 11",OFF-PA-10001869,Paper,33.99,38.75,7,4.76
"Tenex Shelving, Single Width",OFF-ST-10001858,Storage,21.99,26.39,18,4.4
"KitchenAid Coffee Grinder, Red",OFF-AP-10002229,Appliances,69.99,88.19,16,18.2
"Fiskars Trimmer, High Speed",OFF-SU-10002710,Supplies,41.99,54.17,20,12.18
"Fiskars Letter Opener, Easy Grip",OFF-SU-10002419,Supplies,29.99,38.99,4,9.0
"Fiskars Scissors, Easy Grip",OFF-SU-10001086,Supplies,24.99,28.24,6,3.25
"Belkin Router, Programmable",TEC-AC-10003814,Accessories,259.99,332.79,4,72.8
"Novimex Steel Folding Chair, Black",FUR-CH-10004095,Chairs,71.99,84.95,17,12.96
"Konica Card Printer, Wireless",TEC-MA-10003298,Machines,87.99,104.71,8,16.72
"Enermax Memo Slips, 8.5 x 11",OFF-PA-10001595,Paper,19.99,21.99,6,2.0
"Brother Ink, Laser",TEC-CO-10003965,Copiers,146.99,161.69,0,14.7
"Novimex Removable Labels, Adjustable",OFF-LA-10002334,Labels,9.99,12.29,12,2.3
"Novimex Rocking Chair, Red",FUR-CH-10002647,Chairs,117.99,153.39,10,35.4
"Sanford Sketch Pad, Easy-Erase",OFF-AR-10001533,Art,45.99,52.43,0,6.44
"GlobeWeis Business Envelopes, Security-Tint",OFF-EN-10000694,Envelopes,19.99,23.79,5,3.8
"Lesro Training Table, Adjustable Height",FUR-TA-10003030,Tables,175.99,214.71,6,38.72
"Safco Library with Doors, Pine",FUR-BO-10000160,Bookcases,351.99,447.03,7,95.04
"Novimex File Folder Labels, 5000 Label Set",OFF-LA-10001633,Labels,8.99,11.33,3,2.34
"Okidata Calculator, White",TEC-MA-10002864,Machines,45.99,57.49,2,11.5
"Eldon Light Bulb, Black",FUR-FU-10001063,Furnishings,22.99,27.36,1,4.37
"Cisco Audio Dock, Full Size",TEC-PH-10003492,Phones,155.99,201.23,0,45.24
"Belkin Memory Card, Programmable",TEC-AC-10002738,Accessories,115.99,144.99,2,29.0
"Boston Sketch Pad, Water Color",OFF-AR-10002255,Art,51.99,67.59,17,15.6
"Cameo Business Envelopes, Recycled",OFF-EN-10003834,Envelopes,18.99,21.27,8,2.28
"Eaton Cards & Envelopes, Recycled",OFF-PA-10004480,Paper,22.99,25.52,17,2.53
"Samsung Signal Booster, Full Size",TEC-PH-10004910,Phones,123.99,148.79,2,24.8
"HP Copy Machine, Laser",TEC-CO-10002174,Copiers,242.99,281.87,16,38.88
"Fiskars Letter Opener, High Speed",OFF-SU-10002379,Supplies,26.99,33.74,6,6.75
"Avery Removable Labels, Adjustable",OFF-LA-10002995,Labels,8.99,10.07,5,1.08
"Eldon Frame, Duo Pack",FUR-FU-10001252,Furnishings,115.99,132.23,3,16.24
"Sanford Canvas, Blue",OFF-AR-10000475,Art,44.99,50.39,20,5.4
"Panasonic Card Printer, White",TEC-MA-10004198,Machines,171.99,197.79,3,25.8
"Bevis Computer Table, with Bottom Storage",FUR-TA-10004219,Tables,322.99,400.51,4,77.52
"Cardinal Hole Reinforcements, Clear",OFF-BI-10004712,Binders,4.99,5.59,11,0.6
"Motorola Headset, Full Size",TEC-PH-10000641,Phones,48.99,56.83,18,7.84
"Logitech Memory Card, Programmable",TEC-AC-10004221,Accessories,104.99,127.04,11,22.05
"Eldon Door Stop, Erganomic",FUR-FU-10000905,Furnishings,48.99,63.2,12,14.21
"OIC Thumb Tacks, 12 Pack",OFF-FA-10000999,Fasteners,13.99,17.77,18,3.78
"Tenex Stacking Tray, Erganomic",FUR-FU-10000142,Furnishings,21.99,26.17,6,4.18
"Stockwell Push Pins, 12 Pack",OFF-FA-10002577,Fasteners,12.99,15.33,7,2.34
"Office Star Rocking Chair, Red",FUR-CH-10002830,Chairs,126.99,151.12,8,24.13
"Bush Classic Bookcase, Pine",FUR-BO-10004709,Bookcases,413.99,538.19,14,124.2
"Jiffy Interoffice Envelope, Set of 50",OFF-EN-10003547,Envelopes,45.99,52.89,2,6.9
"Bevis Computer Table, Fully Assembled",FUR-TA-10003790,Tables,246.99,308.74,1,61.75
"StarTech Receipt Printer, Wireless",TEC-MA-10001298,Machines,65.99,77.87,18,11.88
"Ikea Corner Shelving, Mobile",FUR-BO-10003604,Bookcases,125.99,148.67,11,22.68
"Eldon Photo Frame, Black",FUR-FU-10002019,Furnishings,57.99,71.91,6,13.92
"Eldon Door Stop, Black",FUR-FU-10001950,Furnishings,49.99,61.99,13,12.0
"KitchenAid Stove, Red",OFF-AP-10001178,Appliances,512.99,651.5,1,138.51
"Xerox Message Books, Recycled",OFF-PA-10001212,Paper,19.99,25.59,0,5.6
"SanDisk Router, Erganomic",TEC-AC-10003415,Accessories,253.99,297.17,18,43.18
"HP Copy Machine, Color",TEC-CO-10000407,Copiers,205.99,241.01,10,35.02
"Ikea Classic Bookcase, Metal",FUR-BO-10003103,Bookcases,369.99,443.99,4,74.0
"Hon Color Coded Labels, Adjustable",OFF-LA-10000296,Labels,10.99,13.74,5,2.75
"Smead Color Coded Labels, Adjustable",OFF-LA-10003967,Labels,10.99,12.09,0,1.1
"Barricks Training Table, Fully Assembled",FUR-TA-10002544,Tables,159.99,182.39,3,22.4
"Konica Printer, Wireless",TEC-MA-10004534,Machines,227.99,291.83,19,63.84
"Motorola Smart Phone, Full Size",TEC-PH-10003762,Phones,577.99,647.35,10,69.36
"Memorex Memory Card, Erganomic",TEC-AC-10004054,Accessories,99.99,119.99,14,20.0
"Enermax Mouse, Erganomic",TEC-AC-10003487,Accessories,37.99,44.07,0,6.08
"Binney & Smith Sketch Pad, Fluorescent",OFF-AR-10002145,Art,47.99,61.91,12,13.92
"Harbour Creations Swivel Stool, Black",FUR-CH-10002378,Chairs,70.99,89.45,8,18.46
"Safco Floating Shelf Set, Traditional",FUR-BO-10001387,Bookcases,78.99,97.95,11,18.96
"Ibico Index Tab, Economy",OFF-BI-10003763,Binders,9.99,11.59,16,1.6
"Stockwell Paper Clips, Metal",OFF-FA-10004233,Fasteners,12.99,16.76,14,3.77
"Epson Calculator, Red",TEC-MA-10003461,Machines,36.99,45.87,8,8.88
"Epson Calculator, Durable",TEC-MA-10001825,Machines,46.99,54.04,6,7.05
"OIC Thumb Tacks, Bulk Pack",OFF-FA-10001613,Fasteners,13.99,18.19,11,4.2
"Belkin Router, USB",TEC-AC-10001056,Accessories,258.99,331.51,20,72.52
"Jiffy Mailers, Security-Tint",OFF-EN-10003669,Envelopes,39.99,47.19,7,7.2
"Canon Ink, High-Speed",TEC-CO-10002937,Copiers,144.99,165.29,0,20.3
"Ames Manila Envelope, Set of 50",OFF-EN-10004051,Envelopes,24.99,31.99,2,7.0
"Hoover Toaster, White",OFF-AP-10001772,Appliances,81.99,100.85,14,18.86
"Advantus Clamps, Bulk Pack",OFF-FA-10000256,Fasteners,16.99,19.2,11,2.21
"BIC Highlighters, Blue",OFF-AR-10000444,Art,16.99,19.54,10,2.55
